@var: pct = 1.3065E-22*Tgas
@format:idx,R,R,R,P,P,P,rate
501,NH2,C2H5,,NH3,C2H4,,3.150000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
502,O,NH,,OH,N,,1.160000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
503,O,NH,,NO,H,,1.160000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
504,OH,NH,,H2O,N,,3.320000E-15*Tgas**(1.2000)*exp(-(0.000000E+00)/Tgas)
505,OH,NH,,O,NH2,,1.660000E-12*Tgas**(0.1000)*exp(-(5.800000E+03)/Tgas)
506,NH2,OH,,H2O,NH,,1.490000E-16*Tgas**(1.5000)*exp(-(-2.300000E+02)/Tgas)
507,N,NH,,N2,H,,1.070000E-12*Tgas**(0.5100)*exp(-(9.300000E+00)/Tgas)
508,N2,CH2,,NH,HCN,,1.660000E-11*Tgas**(0.0000)*exp(-(3.723700E+04)/Tgas)
509,NO,CH,,CO,NH,,2.000000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
510,NO,NH,,N2,OH,,1.010000E-10*Tgas**(-0.5000)*exp(-(6.000000E+01)/Tgas)
511,NO,NH2,,N2,H2O,,7.900000E-09*Tgas**(-1.1000)*exp(-(9.800000E+01)/Tgas)
512,NH,C,,H,CN,,1.050000E-12*Tgas**(0.5000)*exp(-(0.000000E+00)/Tgas)
513,NH,NH,,N2,H2,,8.520000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
514,NH2,H2,,NH3,H,,2.490000E-20*Tgas**(2.6000)*exp(-(3.007000E+03)/Tgas)
515,NH2,CH4,,CH3,NH3,,7.800000E-12*Tgas**(0.0000)*exp(-(4.680000E+03)/Tgas)
516,NH2,O,,H2,NO,,8.300000E-12*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
517,NH3,OH,,NH2,H2O,,7.490000E-14*Tgas**(0.5600)*exp(-(7.300000E+02)/Tgas)
518,NH2,NH2,,NH3,NH,,9.350000E-24*Tgas**(3.5300)*exp(-(2.780000E+02)/Tgas)
519,NH3,CN,,HCN,NH2,,1.520000E-11*Tgas**(0.0000)*exp(-(-1.800000E+02)/Tgas)
520,HCN,O,,CO,NH,,9.010000E-16*Tgas**(1.2100)*exp(-(3.820000E+03)/Tgas)
521,NH,NH2,,N2H2,H,,6.980000E-10*Tgas**(-0.2700)*exp(-(-3.900000E+01)/Tgas)
522,NH2,N2H2,,NH3,N2H,,3.000000E-18*Tgas**(1.9400)*exp(-(-5.800000E+02)/Tgas)
523,N2H2,H,,N2H,H2,,7.970000E-16*Tgas**(1.5000)*exp(-(7.950000E+02)/Tgas)
524,N2H2,CH3,,N2H,CH4,,2.660000E-18*Tgas**(1.8700)*exp(-(1.495000E+03)/Tgas)
525,N2H2,OH,,N2H,H2O,,4.000000E-18*Tgas**(2.0000)*exp(-(-6.000000E+02)/Tgas)
526,N2H3,N2H3,,N2H4,N2H2,,2.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
527,N2H,H,,N2,H2,,4.000000E-16*Tgas**(1.5000)*exp(-(-4.500000E+02)/Tgas)
528,N2H,NH2,,N2,NH3,,1.530000E-18*Tgas**(1.9400)*exp(-(-5.800000E+02)/Tgas)
529,NH2,NO,,N2H,OH,,7.280000E-14*Tgas**(0.2900)*exp(-(-4.380000E+02)/Tgas)
530,N2H,NO,,N2,HNO,,1.990000E-18*Tgas**(2.0000)*exp(-(-6.000000E+02)/Tgas)
531,N2H2,O,,N2H,OH,,5.500000E-16*Tgas**(1.5000)*exp(-(2.500000E+02)/Tgas)
532,NH,N2H2,,NH2,N2H,,4.000000E-18*Tgas**(2.0000)*exp(-(-6.000000E+02)/Tgas)
533,HNCO,H,,CO,NH2,,5.960000E-20*Tgas**(2.4900)*exp(-(1.180000E+03)/Tgas)
534,HCN,OH,,HNCO,H,,9.300000E-30*Tgas**(4.7100)*exp(-(-2.480000E+02)/Tgas)
535,CH3,NH2,,NH3,CH2,,2.660000E-18*Tgas**(1.8700)*exp(-(3.810000E+03)/Tgas)
536,N2H4,H,,N2H3,H2,,1.170000E-11*Tgas**(0.0000)*exp(-(1.260000E+03)/Tgas)
537,O2,C2H,,CO,HCO,,4.000000E-12*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
538,O2,C2H3,,CH2O,HCO,,9.000000E-12*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
539,NH,O2,,NO,OH,,7.470000E-16*Tgas**(0.7900)*exp(-(6.010000E+02)/Tgas)
540,NH,O2,,HNO,O,,6.710000E-19*Tgas**(0.0900)*exp(-(5.370000E+03)/Tgas)
541,O2,NH2,,HNO,OH,,2.510000E-12*Tgas**(-0.3900)*exp(-(1.820000E+04)/Tgas)
542,NH,NO,,N2O,H,,4.140000E-08*Tgas**(-1.0300)*exp(-(4.200000E+02)/Tgas)
543,NH2,NO2,,N2O,H2O,,2.560000E-08*Tgas**(-1.4400)*exp(-(1.350000E+02)/Tgas)
544,N2H4,NH2,,N2H3,NH3,,8.000000E-24*Tgas**(3.6000)*exp(-(3.860000E+02)/Tgas)
545,CH2NH2,H,,CH2NH,H2,,6.640000E-16*Tgas**(1.5000)*exp(-(-4.500000E+02)/Tgas)
546,CH3NH2,NH2,,CH2NH2,NH3,,4.650000E-18*Tgas**(1.9400)*exp(-(2.765000E+03)/Tgas)
547,CH2NH2,CH3,,NH2,C2H5,,3.320000E-11*Tgas**(0.0000)*exp(-(1.360000E+03)/Tgas)
548,CH2NH2,OH,,CH2OH,NH2,,6.640000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
549,CH3NH2,H,,CH2NH2,H2,,9.300000E-16*Tgas**(1.5000)*exp(-(2.750000E+03)/Tgas)
550,CH2NH,H,,H2CN,H2,,4.000000E-14*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
551,CH3,NH2,,CH2NH,H2,,7.970000E-13*Tgas**(-0.2000)*exp(-(9.765000E+03)/Tgas)
552,CH3,NH2,,CH2NH2,H,,2.320000E-10*Tgas**(-0.4300)*exp(-(5.590000E+03)/Tgas)
553,CH3NH2,CH3,,CH2NH2,CH4,,2.500000E-18*Tgas**(1.8700)*exp(-(4.615000E+03)/Tgas)
554,N2H3,H,,NH2,NH2,,2.660000E-12*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
555,O,C2H5,,CH3CHO,H,,1.330000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
556,NH,OH,,HNO,H,,3.320000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
557,NO,HCO,,HNO,CO,,1.200000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
558,NH2,HNO,,NO,NH3,,1.500000E-18*Tgas**(1.9400)*exp(-(-5.800000E+02)/Tgas)
559,N2H3,NH,,N2H2,NH2,,2.700000E-12*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
560,NH2,H2CN,,NH3,HCN,,2.290000E-08*Tgas**(-1.0600)*exp(-(6.080000E+01)/Tgas)
561,NH,NH2,,NH3,N,,1.590000E-20*Tgas**(2.4600)*exp(-(5.400000E+01)/Tgas)
562,NH2,O,,HNO,H,,7.470000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
563,H,CH3CN,,CH2CN,H2,,3.320000E-12*Tgas**(0.0000)*exp(-(4.277800E+03)/Tgas)
564,CH3CN,O,,CH2CN,OH,,7.850000E-16*Tgas**(1.8000)*exp(-(7.228000E+03)/Tgas)
565,CN,C2H4,,C2H3CN,H,,3.210000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
566,HCN,C2H3,,C2H3CN,H,,4.500000E-14*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
567,C2H3CN,C2,,HCN,C4H2,,2.200000E-12*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
568,C2H3CN,C2,,HC3N,C2H2,,2.200000E-12*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
569,CH2CN,O,,HCN,HCO,,2.220000E-12*Tgas**(0.6400)*exp(-(0.000000E+00)/Tgas)
570,HO2,NH2,,NH3,O2,,2.750000E-20*Tgas**(1.5500)*exp(-(1.020000E+03)/Tgas)
571,HO2,SH,,OH,HSO,,1.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
572,C2H3,C2H3,,CH3,C3H3,,2.500000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
573,N,C3H3,,HC3N,H2,,5.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
574,N,C3H2,,HC3N,H,,1.000000E-11*Tgas**(0.0000)*exp(-(2.000000E+03)/Tgas)
575,CH2,C2H2,,C3H2,H2,,1.000000E-12*Tgas**(0.0000)*exp(-(3.332000E+03)/Tgas)
576,CH2,C2H,,C3H2,H,,3.010000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
577,CH,C2H2,,C3H2,H,,1.500000E-10*Tgas**(0.0000)*exp(-(-2.520000E+02)/Tgas)
578,C,C2H2,,C3H2,,,2.710000E-10*Tgas**(0.0000)*exp(-(1.600000E+01)/Tgas)
579,NH3,NH2,,N2H3,H2,,4.000000E-09*Tgas**(0.0000)*exp(-(3.420000E+04)/Tgas)
580,C6H5,H2,,C6H6,H,,2.810000E-20*Tgas**(2.6300)*exp(-(2.294000E+03)/Tgas)
581,N2H3,N2H,,N2H2,N2H2,,1.660000E-11*Tgas**(0.0000)*exp(-(2.015000E+03)/Tgas)
582,N2H3,CH3,,N2H2,CH4,,1.360000E-18*Tgas**(1.8700)*exp(-(9.150000E+02)/Tgas)
583,O2,CH2O,,HO2,HCO,,3.400000E-11*Tgas**(0.0000)*exp(-(1.960000E+04)/Tgas)
584,CH3,CN,,CH2CN,H,,1.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
585,C,SH,,H,CS,,2.000000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
586,C2H5,H2S,,C2H6,SH,,1.000000E-12*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
587,O,NS,,S,NO,,3.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
588,N,NS,,S,N2,,1.250000E-10*Tgas**(-0.2000)*exp(-(2.000000E+01)/Tgas)
589,NO,CS,,COS,N,,1.000000E-11*Tgas**(0.0000)*exp(-(2.500000E+03)/Tgas)
590,C,NS,,S,CN,,2.000000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
591,NH2,S,,NS,H2,,1.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
592,CN,NS,,CS,N2,,1.000000E-14*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
593,S,CH,,SH,C,,9.990000E-13*Tgas**(0.5000)*exp(-(4.000000E+03)/Tgas)
594,S,CH,,CS,H,,1.400000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
595,N,SO,,S,NO,,1.500000E-11*Tgas**(0.0000)*exp(-(3.680000E+03)/Tgas)
596,S,NH,,H,NS,,1.000000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
597,S,NH,,N,SH,,9.990000E-13*Tgas**(0.5000)*exp(-(4.000000E+03)/Tgas)
598,SH,NH2,,S,NH3,,5.000000E-12*Tgas**(0.0000)*exp(-(5.000000E+02)/Tgas)
599,S,H2S,,S2,H2,,1.000000E-12*Tgas**(0.0000)*exp(-(1.500000E+03)/Tgas)
600,SO,C,,O,CS,,1.000000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
601,SO,C,,S,CO,,2.600000E-10*Tgas**(0.0000)*exp(-(7.600000E+02)/Tgas)
602,SO,N,,O,NS,,2.700000E-12*Tgas**(0.5000)*exp(-(8.250000E+03)/Tgas)
603,SO,SH,,S2,OH,,1.000000E-13*Tgas**(0.0000)*exp(-(2.300000E+03)/Tgas)
604,S2,C,,S,CS,,1.050000E-12*Tgas**(0.5000)*exp(-(0.000000E+00)/Tgas)
605,S2,N,,NS,S,,9.990000E-13*Tgas**(0.5000)*exp(-(4.000000E+03)/Tgas)
606,S4,H,,HS2,S2,,1.000000E-11*Tgas**(0.0000)*exp(-(2.000000E+03)/Tgas)
607,S8,H,,HS2,S2,S4,1.000000E-11*Tgas**(0.0000)*exp(-(8.100000E+03)/Tgas)
608,SO2,C,,SO,CO,,6.910000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
609,SH,NH3,,H2S,NH2,,1.000000E-11*Tgas**(0.0000)*exp(-(7.500000E+03)/Tgas)
610,SH,HCS,,H2S,CS,,1.000000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
611,H2S,C,,CS,H2,,2.100000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
612,HS2,OH,,S2,H2O,,1.000000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
613,CS,SO,,CO,S2,,1.000000E-12*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
614,CS,SO,,COS,S,,1.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
615,CS,COS,,CS2,CO,,1.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
616,SH,CS,,CS2,H,,1.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
617,CS2,SH,,HS2,CS,,1.000000E-12*Tgas**(0.0000)*exp(-(1.480000E+04)/Tgas)
618,COS,SH,,CO,HS2,,1.000000E-11*Tgas**(0.0000)*exp(-(2.320000E+03)/Tgas)
619,CH2,S,,HCS,H,,1.400000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
620,HCS,H,,H2,CS,,1.500000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
621,HCS,CH3,,CS,CH4,,1.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
622,SH,N,,NS,H,,1.000000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
623,NS,OH,,NO,SH,,1.000000E-13*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
624,H,S4,,SH,S3,,5.000000E-11*Tgas**(0.0000)*exp(-(5.000000E+02)/Tgas)
625,SH,O2,,SO2,H,,2.490000E-19*Tgas**(2.1230)*exp(-(5.546000E+03)/Tgas)
626,CH,C3H3,,C4H3,H,,3.260000E-10*Tgas**(0.0000)*exp(-(-6.100000E+01)/Tgas)
627,C2H,C2H5,,C4H5,H,,1.200000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
628,CH3SH,H,,CH3S,H2,,2.290000E-16*Tgas**(1.7300)*exp(-(4.960000E+02)/Tgas)
629,CH3SH,H,,CH4,SH,,1.180000E-17*Tgas**(1.9800)*exp(-(8.321000E+03)/Tgas)
630,CH3SH,O,,CH3S,OH,,6.980000E-17*Tgas**(1.8180)*exp(-(4.030000E+01)/Tgas)
631,CH3SH,OH,,CH3S,H2O,,2.130000E-17*Tgas**(1.7700)*exp(-(-8.500000E+02)/Tgas)
632,CH3SH,SH,,CH3S,H2S,,1.990000E-10*Tgas**(0.0000)*exp(-(2.979000E+03)/Tgas)
633,CO,CH3S,,COS,CH3,,1.100000E-16*Tgas**(1.5700)*exp(-(3.359000E+03)/Tgas)
634,C,CH3S,,CS,CH3,,3.000000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
635,O2,CH3S,,CH3,SO2,,1.570000E+02*Tgas**(-3.8000)*exp(-(6.190000E+03)/Tgas)
636,O,C2H3,,HCO,CH2,,2.500000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
637,CH3OH,OH,,CH3O,H2O,,1.660000E-11*Tgas**(0.0000)*exp(-(8.540000E+02)/Tgas)
638,S,CN,,N,CS,,9.990000E-13*Tgas**(0.5000)*exp(-(0.000000E+00)/Tgas)
639,NH,H2CN,,HCN,NH2,,3.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
640,CH3S,CH3S,,CH3SH,H2CS,,1.630000E-12*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
641,S2,HCS,,CS2,SH,,4.980000E-13*Tgas**(0.0000)*exp(-(2.013000E+03)/Tgas)
642,S,C3H2,,C2H2,CS,,1.000000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
643,S,HCS,,CS2,H,,3.320000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
644,S,CH3,,H2CS,H,,1.400000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
645,CH,H2S,,H2CS,H,,2.800000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
646,CH3S,H,,H2CS,H2,,3.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
647,CH3SH,HCS,,H2CS,CH3S,,7.260000E-12*Tgas**(0.0000)*exp(-(2.249000E+03)/Tgas)
648,CH3CCH,O,,C2H4,CO,,4.900000E-10*Tgas**(-0.5900)*exp(-(2.220000E+03)/Tgas)
649,CH3CCH,H,,C2H2,CH3,,4.700000E-16*Tgas**(1.7400)*exp(-(3.873000E+03)/Tgas)
650,CH3CCH,OH,,C3H3,H2O,,3.320000E-17*Tgas**(2.0000)*exp(-(2.516000E+03)/Tgas)
651,CH2CCH2,OH,,H2CCO,CH3,,4.120000E-09*Tgas**(-1.2500)*exp(-(0.000000E+00)/Tgas)
652,C3H5,H,,CH3CCH,H2,,1.500000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
653,C3H5,CH3,,CH2CCH2,CH4,,5.000000E-12*Tgas**(-0.3200)*exp(-(-6.600000E+01)/Tgas)
654,CH2_SING,H2,,CH2,H2,,1.260000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
655,CH2_SING,H2O,,CH2,H2O,,5.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
656,CH2_SING,CO,,CH2,CO,,5.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
657,N_2D,N2O,,N2,NO,,1.500000E-11*Tgas**(0.0000)*exp(-(5.700000E+02)/Tgas)
658,N_2D,HCN,,N2,CH,,6.800000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
659,H,CH,M,CH2,M,,2.760000E-29*Tgas**(-1.0000)*exp(-(0.000000E+00)/Tgas)
660,H2O,CH,M,CH2OH,M,,1.000000E-31*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
661,H,NH2,M,NH3,M,,5.380000E-25*Tgas**(-2.0000)*exp(-(0.000000E+00)/Tgas)
662,H2,N,M,NH2,M,,1.000000E-36*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
663,NH2,NH2,M,N2H4,M,,4.480000E-14*Tgas**(-5.4900)*exp(-(1.000000E+03)/Tgas)
664,NH2,CH3,M,CH3NH2,M,,6.030000E-18*Tgas**(-3.8500)*exp(-(0.000000E+00)/Tgas)
665,CH2CN,H,M,CH3CN,M,,1.000000E-29*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
666,C3H2,H,M,C3H3,M,,4.000000E-19*Tgas**(-3.0000)*exp(-(6.000000E+02)/Tgas)
667,C3H3,C3H3,M,C6H6,M,,2.810000E-21*Tgas**(-2.0000)*exp(-(0.000000E+00)/Tgas)
668,C6H5,H,M,C6H6,M,,1.300000E-29*Tgas**(0.0000)*exp(-(3.800000E+02)/Tgas)
669,C2H2,C4H3,M,C6H5,M,,3.000000E-23*Tgas**(-1.0000)*exp(-(0.000000E+00)/Tgas)
670,C2H2,C2H3,M,C4H5,M,,8.200000E-30*Tgas**(0.0000)*exp(-(3.520000E+02)/Tgas)
671,N2H2,,,N2H,H,,2.160000E+20*Tgas**(-9.2200)*exp(-(3.880000E+04)/Tgas)
672,H,CS,M,HCS,M,,2.300000E-26*Tgas**(-2.0000)*exp(-(0.000000E+00)/Tgas)
673,N2H3,,,N2H2,H,,7.950000E+13*Tgas**(0.0000)*exp(-(2.746300E+04)/Tgas)
674,HNCO,,,CO,NH,,6.000000E+13*Tgas**(0.0000)*exp(-(5.020000E+04)/Tgas)
675,N2H,,,N2,H,,1.300000E+15*Tgas**(-0.5300)*exp(-(3.404000E+03)/Tgas)
676,S,CS,M,CS2,M,,1.710000E-24*Tgas**(-2.4200)*exp(-(0.000000E+00)/Tgas)
677,C3H3,H,M,CH3CCH,M,,9.400000E-20*Tgas**(-3.3000)*exp(-(0.000000E+00)/Tgas)
678,CH2,C2H2,M,CH3CCH,M,,3.090000E-15*Tgas**(-3.2100)*exp(-(1.620000E+02)/Tgas)
679,N_2D,M,,N,M,,1.700000E-14*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)
680,C2H,M,,C2,H,M,2.920000E+11*Tgas**(-5.1600)*exp(-(5.740000E+04)/Tgas)
681,C2,H,,C,CH,,1.050000E-12*Tgas**(0.5000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.1498625800000002*(log(Tgas)-1)+-0.00185045815*Tgas/2+6.19331271e-06*Tgas**2/6+-6.270261140000001e-09*Tgas**3/12+2.000794571e-12*Tgas**4/20--32247.544199999993/Tgas+-4.82550539)
682,H,C2H2,,CH3,C,,1.000000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-2.9027395179999997*(log(Tgas)-1)+0.02155651602*Tgas/2+-4.170940393e-05*Tgas**2/6+3.536563097e-08*Tgas**3/12+-1.1232980490000001e-11*Tgas**4/20--49962.75619999999/Tgas+7.288149349999999)
683,H,C2H2,,CH,CH2,,1.580000E-08*Tgas**(-0.9000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-3.8986570780000003*(log(Tgas)-1)+0.021763342*Tgas/2+-3.600072081e-05*Tgas**2/6+2.83410388e-08*Tgas**3/12+-8.746660010000001e-12*Tgas**4/20--64630.500799999994/Tgas+9.655729699999998)
684,H2,C2H2,,CH,CH3,,1.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-2.836185638000001*(log(Tgas)-1)+0.020997204265400003*Tgas/2+-3.9549319944e-05*Tgas**2/6+3.1807860721e-08*Tgas**3/12+-9.589514720600001e-12*Tgas**4/20--61700.80299/Tgas+5.92309901)
685,CH,CH3,,CH2,CH2,,3.980000E-10*Tgas**(0.0000)*exp(-(5.000000E+03)/Tgas)*pct**(0)/exp(-0.2882189199999998*(log(Tgas)-1)+-9.690570000000023e-05*Tgas/2+-5.785318200000003e-07*Tgas**2/6+3.521911700000001e-09*Tgas**3/12+-2.2446502199999996e-12*Tgas**4/20--4661.302199999991/Tgas+0.2518606000000001)
686,H,C2H3,,CH2,CH2,,3.320000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-1.5713804999999996*(log(Tgas)-1)+-0.002282059478*Tgas/2+2.361512538e-05*Tgas**2/6+-3.03215242e-08*Tgas**3/12+1.1854840280000001e-11*Tgas**4/20--31796.154299999995/Tgas+3.9624591700000003)
687,C2H2,CH2,,CH3,C2H,,1.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-2.0295983179999992*(log(Tgas)-1)+0.009210042000000002*Tgas/2+-1.0728806490000003e-05*Tgas**2/6+2.196335600000002e-09*Tgas**3/12+1.4358647099999985e-12*Tgas**4/20--11182.953599999993/Tgas+7.83364383)
688,CH2,OH,,O,CH3,,1.000000E-11*Tgas**(0.0000)*exp(-(3.970000E+03)/Tgas)*pct**(0)/exp(0.8841158999999998*(log(Tgas)-1)+2.556699000000025e-05*Tgas/2+-5.31133942e-06*Tgas**2/6+5.378418479999999e-09*Tgas**3/12+-1.5630834300000002e-12*Tgas**4/20-3696.3097599999974/Tgas+-2.076487887)
689,CO,H,,OH,C,,1.050000E-12*Tgas**(0.5000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-0.46669024000000014*(log(Tgas)-1)+0.00211225058*Tgas/2+-4.33361826e-06*Tgas**2/6+5.51840379e-09*Tgas**3/12+-2.53414095e-12*Tgas**4/20--77682.00536/Tgas+-1.3655835729999997)
690,H2O,CH,,OH,CH2,,1.430000E-18*Tgas**(2.0200)*exp(-(3.410000E+03)/Tgas)*pct**(0)/exp(-0.021169199999999222*(log(Tgas)-1)+-0.0005849261500000002*Tgas/2+-1.95974634e-06*Tgas**2/6+5.04266316e-09*Tgas**3/12+-2.64949598e-12*Tgas**4/20--8874.255959999995/Tgas+-0.413705883)
691,HCO,CH3,,O,C2H4,,2.190000E-16*Tgas**(1.5500)*exp(-(2.150000E+02)/Tgas)*pct**(0)/exp(0.76725807*(log(Tgas)-1)+0.0096556779*Tgas/2+-4.428064856000001e-05*Tgas**2/6+5.5244801640000005e-08*Tgas**3/12+-2.2261209230000002e-11*Tgas**4/20--13916.907329999998/Tgas+-1.1673515)
692,HCO,CO,,CO2,CH,,5.710000E-12*Tgas**(0.0000)*exp(-(3.451000E+02)/Tgas)*pct**(0)/exp(1.9705083000000005*(log(Tgas)-1)+-0.01323955776*Tgas/2+2.3831879e-05*Tgas**2/6+-1.813713644e-08*Tgas**3/12+5.01880337e-12*Tgas**4/20--32760.458150000006/Tgas+-5.1684296100000005)
693,CH3O,H2,,CH3OH,H,,6.820000E-20*Tgas**(2.6850)*exp(-(4.643000E+03)/Tgas)*pct**(0)/exp(-0.9446328099999994*(log(Tgas)-1)+0.013580256405399999*Tgas/2+-3.1802401843999995e-05*Tgas**2/6+2.8867390321000008e-08*Tgas**3/12+-9.413148970600001e-12*Tgas**4/20-399.72565000000145/Tgas+3.6576644079999996)
694,C2H2,CO,,HCO,C2H,,1.000000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-2.748009678*(log(Tgas)-1)+0.01277312618*Tgas/2+-2.0430102800000005e-05*Tgas**2/6+1.3397825660000002e-08*Tgas**3/12+-3.029103120000001e-12*Tgas**4/20--58849.12204999999/Tgas+7.95426039)
695,CH2O,C2H2,,CH2OH,C2H,,5.990000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-1.7745971280000001*(log(Tgas)-1)+0.0015050909499999994*Tgas/2+2.029737599999996e-06*Tgas**2/6+-2.3749636999999965e-09*Tgas**3/12+6.360700499999985e-13*Tgas**4/20--51487.05222/Tgas+5.047877997999999)
696,C2H2,CH3,,CH,C2H4,,2.230000E-10*Tgas**(0.0000)*exp(-(-1.730000E+02)/Tgas)*pct**(0)/exp(-2.9830995479999998*(log(Tgas)-1)+0.03273436623*Tgas/2+-8.546785930000001e-05*Tgas**2/6+8.73931887e-08*Tgas**3/12+-3.161728295e-11*Tgas**4/20--32898.834180000005/Tgas+9.43162527)
697,CO,CH3,,HCO,CH2,,3.010000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-0.7184113599999997*(log(Tgas)-1)+0.00356308418*Tgas/2+-9.701296309999998e-06*Tgas**2/6+1.1201490059999999e-08*Tgas**3/12+-4.46496783e-12*Tgas**4/20--47666.16845/Tgas+0.1206165600000002)
698,CH2O,CH3,,CH2OH,CH2,,2.010000E-12*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.2550011900000002*(log(Tgas)-1)+-0.00770495105*Tgas/2+1.2758544089999999e-05*Tgas**2/6+-4.571299299999995e-09*Tgas**3/12+-7.997946600000013e-13*Tgas**4/20--40304.09862/Tgas+-2.7857658319999996)
